centro_titularidad,centro_codigo,centro_nombre,centro_tipo_codigo,centro_tipo_desc_abreviada,centro_tipo_descripcion,centro_titular,contacto_email1,contacto_fax,contacto_telefono1,contacto_telefono2,contacto_telefono3,contacto_telefono4,contacto_web,dat_codigo,dat_nombre,direccion_codigo_postal,direccion_coor_x,direccion_coor_y,direccion_numero,direccion_via_nombre,direccion_via_tipo,distrito_codigo,distrito_nombre,municipio_codigo,municipio_nombre,promedio_x,promedio_y,distancia
PÚBLICO,28001769,EL CARRASCAL,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.elcarrascal.arganda@educa.madrid.org,918701851,918760082,"","","",http://www.educa.madrid.org/ies.elcarrascal.arganda,3,Madrid-Este,28500,462479,4460073,s/n,del Instituto,AVDA,"","",014,Arganda del Rey,440157.3842874543,4474481.943970768,26568.255388175043
PÚBLICO,28001770,SAN JUAN BAUTISTA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.sanjuanbautista.arganda@educa.madrid.org,918702196,918700113,"","","",http://www.educa.madrid.org/cp.sanjuanbautista.arganda,3,Madrid-Este,28500,462730,4460784,20,Isaac Peral,CALLE,"","",014,Arganda del Rey,440157.3842874543,4474481.943970768,26403.72415271297
PÚBLICO,28001794,EL TORREON,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.eltorreon.arroyomolinos@educa.madrid.org,916095705,916095705,676887557,"","",http://www.educa.madrid.org/cp.eltorreon.arroyomolinos,2,Madrid-Sur,28939,421881,4457863,6,de Serranillos,CALLE,"","",015,Arroyomolinos,440157.3842874543,4474481.943970768,24702.54078685481
PÚBLICO,28001812,JUAN RAMON JIMENEZ,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.juanramonjimenez.becerril@educa.madrid.org,918555468,918538064,"","","",http://www.educa.madrid.org/cp.juanramonjimenez.becerril,4,Madrid-Oeste,28490,416281,4507436,23,de San Sebastián,PASEO,"","",018,Becerril de la Sierra,440157.3842874543,4474481.943970768,40694.61310075292
PÚBLICO,28001824,BELMONTE DE TAJO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.belmontedetajo.belmonte@educa.madrid.org,918747386,918747247,918747351,"","",http://www.educa.madrid.org/cp.belmontedetajo.belmonte,3,Madrid-Este,28390,471386,4442716,8,Tomás Díaz Vázquez,CALLE,"","",019,Belmonte de Tajo,440157.3842874543,4474481.943970768,44545.500734370624
PÚBLICO,28001848,PRINCIPE DON FELIPE,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.principedonfelipe.boadilla@educa.madrid.org,916331954,916331626,"","","",http://www.educa.madrid.org/cp.principedonfelipe.boadilla,4,Madrid-Oeste,28660,425438,4473342,40,de Juan Carlos I,CALLE,"","",022,Boadilla del Monte,440157.3842874543,4474481.943970768,14763.459826824012
PRIVADO,28001851,VIRGEN DE EUROPA,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","COLEGIO VIRGEN DE EUROPA, S.L.",secretaria@colegiovirgendeeuropa.edu.es,"",916330155,"","","",http://www.cve.edu.es,4,Madrid-Oeste,28669,424464,4475964,1,del Valle de Santa Ana,CALLE,"","",022,Boadilla del Monte,439602.9362934363,4476838.754826255,15164.187683577999
PRIVADO,28001861,TRINITY COLLEGE BOADILLA,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","TRINITY COLLEGE GROUP OF SPAIN, S.L.",nuriabarthe@trinitycollege.es,916321691,916330181,"","","",http://www.trinitycollege.es/liceoserrano/,4,Madrid-Oeste,28660,424290,4477369,s/n,Playa de Formentor,CALLE,"","",022,Boadilla del Monte,439602.9362934363,4476838.754826255,15322.114014427561
PÚBLICO,28001873,SAN SEBASTIAN,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.sansebastian.elboalo@educa.madrid.org,"",918559382,"","","",http://www.educa.madrid.org/cp.sansebastian.elboalo,4,Madrid-Oeste,28413,423816,4507413,10,Mazanares El Real,CTRA,"","",023,"Boalo, El",440157.3842874543,4474481.943970768,36762.688852023464
PÚBLICO,28001940,BATALLA DE BRUNETE,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.batalladebrunet.brunete@educa.madrid.org,918159396,918158969,"","","",http://www.educa.madrid.org/cp.batalladebrunet.brunete,2,Madrid-Sur,28690,415045,4473287,32,del Escorial,CALLE,"","",026,Brunete,440157.3842874543,4474481.943970768,25140.79823104382
PÚBLICO,28001952,PEÑALTA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.penalta.buitrago@educa.madrid.org,918680186,918680107,"","","",http://www.educa.madrid.org/cp.penalta.buitrago,1,Madrid-Norte,28730,446417,4538003,s/n,Peñalta,CALLE,"","",027,Buitrago del Lozoya,440157.3842874543,4474481.943970768,63828.73450051793
PRIVADO CONCERTADO,28001976,GSD INTERNATIONAL SCHOOL BUITRAGO,073,CPR PRI-SEC,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,GREDOS SAN DIEGO SOCIEDAD COOPERATIVA MADRILEÑA,cc.gredossandiego.buitrago@educa.madrid.org,918680421,918680150,918680200,917861347,"",www.gsdeducacion.com,1,Madrid-Norte,28730,446290,4537673,18,de Madrid,AVDA,"","",027,Buitrago del Lozoya,440264.7489361702,4474293.580851064,63665.17432661824
PÚBLICO,28001991,MONTELINDO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.montelindo.bustarviejo@educa.madrid.org,918482308,918482308,"","","",http://www.educa.madrid.org/cp.montelindo.bustarviejo,1,Madrid-Norte,28720,440782,4523528,9,de Valdemanco,CTRA,"","",028,Bustarviejo,440157.3842874543,4474481.943970768,49050.03319887709
PÚBLICO,28002014,PICO DE LA MIEL,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.picodelamiel.lacabrera@educa.madrid.org,918688651,918688038,918689774,"","",http://www.educa.madrid.org/cp.picodelamiel.lacabrera,1,Madrid-Norte,28751,448706,4524776,28,de los Colegios,CALLE,"","",030,"Cabrera, La",440157.3842874543,4474481.943970768,51015.39867993127
PÚBLICO,28002026,EUGENIO MURO,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.eugeniomuro.cadalso@educa.madrid.org,918641288,918640158,918640960,"","",http://www.educa.madrid.org/cp.eugeniomuro.cadalso,2,Madrid-Sur,28640,376734,4462250,20,Rozas de Puerto Real,CTRA,"","",031,Cadalso de los Vidrios,440157.3842874543,4474481.943970768,64592.15221509582
PÚBLICO,28002038,FEDERICO GARCIA LORCA,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.garcialorca.camarma@educa.madrid.org,918865248,918865256,918857343,"","",http://www.educa.madrid.org/cp.garcialorca.camarma,3,Madrid-Este,28816,468269,4488523,s/n,de la Huerta,CALLE,"","",032,Camarma de Esteruelas,440157.3842874543,4474481.943970768,31423.147397832137
PÚBLICO,28002041,MIGUEL DELIBES,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.delibes.camporeal@educa.madrid.org,918733125,918733125,918733235,"","",http://www.educa.madrid.org/cp.delibes.camporeal,3,Madrid-Este,28510,468397,4465657,31,Pozuelo,PASEO,"","",033,Campo Real,440157.3842874543,4474481.943970768,29586.407887397356
PÚBLICO,28002099,TOME Y ORGAZ,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.tomeyorgaz.casarrubuelos@educa.madrid.org,918167546,918167549,918124804,"","",http://www.educa.madrid.org/cp.tomeyorgaz.casarrubuelos,2,Madrid-Sur,28977,429657,4446952,s/n,Fernández Turbica,AVDA,"","",036,Casarrubuelos,440157.3842874543,4474481.943970768,29464.485151073495
PÚBLICO,28002105,SUAREZ SOMONTE,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.suarezsomonte.cenicientos@educa.madrid.org,918642528,918642528,"","","",http://www.educa.madrid.org/cp.suarezsomonte.cenicientos,2,Madrid-Sur,28650,375012,4457835,54,de la Ronda del Sur,CALLE,"","",037,Cenicientos,440157.3842874543,4474481.943970768,67238.69300875784
PÚBLICO,28002129,VIA ROMANA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.viaromana.cercedilla@educa.madrid.org,918520575,918520575,918521266,"","",http://www.educa.madrid.org/cp.viaromana.cercedilla,4,Madrid-Oeste,28470,411461,4510509,5,Blanca Fernández Ochoa,AVDA,"","",038,Cercedilla,440157.3842874543,4474481.943970768,46058.997354552695
PRIVADO CONCERTADO,28002142,REGINA ASSUMPTA,015,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,FUNDACION ESCOLAPIAS MONTAL,cc.reginaassumpta.cercedilla@educa.madrid.org,"",918520313,"","","",http://www.educa.madrid.org/cc.reginaassumpta.cercedilla,4,Madrid-Oeste,28470,410644,4510267,11,de San Andrés,CALLE,"","",038,Cercedilla,440264.7489361702,4474293.580851064,46599.0949783862
PÚBLICO,28002166,VENTURA RODRIGUEZ,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.venturarodriguez.ciempozuelos@educa.madrid.org,918930294,918930294,"","","",http://www.educa.madrid.org/cp.venturarodriguez.ciempozuelos,2,Madrid-Sur,28350,446550,4445318,12,FERNANDEZ VITORIO,CALLE,"","",040,Ciempozuelos,440157.3842874543,4474481.943970768,29856.342099767822
PÚBLICO,28002181,JUAN CARLOS I,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.juancarlosprimero.ciempozuelos@educa.madrid.org,918933080,918930158,"","","",http://www.educa.madrid.org/ies.juancarlosprimero.ciempozuelos,2,Madrid-Sur,28350,447174,4444995,s/n,de San Francisco,CALLE,"","",040,Ciempozuelos,440157.3842874543,4474481.943970768,30310.274838621004
PÚBLICO,28002191,VIRGEN DEL CONSUELO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.consuelo.ciempozuelos@educa.madrid.org,918934567,918930051,"","","",http://www.educa.madrid.org/cp.consuelo.ciempozuelos,2,Madrid-Sur,28350,447147,4445312,10,de los Jardines,CALLE,"","",040,Ciempozuelos,440157.3842874543,4474481.943970768,29995.67233896912
PRIVADO CONCERTADO,28002208,SAN JUAN DE DIOS,058,CPR FPE,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,CASA CANÓNICA CLÍNICA NUESTRA SEÑORA DE LA PAZ,cc.sanjuandedios.ciempozuelos@educa.madrid.org,918930275,918015650,918933769,"","",http://www.ciclosformativossjd.es,2,Madrid-Sur,28350,448005,4445613,1,de San Juan de Dios,AVDA,"","",040,Ciempozuelos,440264.7489361702,4474293.580851064,29706.686191588942
PÚBLICO,28002211,VILLA DE COBEÑA,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.villadecobena.cobena@educa.madrid.org,916208425,916208425,"","","",http://www.educa.madrid.org/cp.villadecobena.cobena,1,Madrid-Norte,28863,457159,4491094,17,de la Fuente,CALLE,"","",041,Cobeña,440157.3842874543,4474481.943970768,23770.051374690614
PÚBLICO,28002245,APIS AURELIA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.apisaurelia.colmenardeoreja@educa.madrid.org,918942560,918943309,918944116,"","",http://www.educa.madrid.org/cp.apisaurelia.colmenardeoreja,3,Madrid-Este,28380,466596,4440444,28,Madrid,CALLE,"","",043,Colmenar de Oreja,440157.3842874543,4474481.943970768,43099.675527233325
PÚBLICO,28002269,SEIS DE DICIEMBRE,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.seisdediciembre.colmenarejo@educa.madrid.org,918423075,918589021,"","","",http://www.educa.madrid.org/cp.seisdediciembre.colmenarejo,4,Madrid-Oeste,28270,414069,4490088,s/n,Madrid,CALLE,"","",044,Colmenarejo,440157.3842874543,4474481.943970768,30399.881241830994
PÚBLICO,28002270,SOLEDAD SAINZ,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.soledadsainz.colmenarviejo@educa.madrid.org,918458101,918450878,"","","",http://www.educa.madrid.org/cp.soledadsainz.colmenarviejo,1,Madrid-Norte,28770,435429,4501233,20,de la Amargura,CALLE,"","",045,Colmenar Viejo,440157.3842874543,4474481.943970768,27165.725034479867
PÚBLICO,28002282,VIRGEN DE LOS REMEDIOS,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.remedios.colmenarviejo@educa.madrid.org,918459203,918452097,669265515,"",918459203,http://www.educa.madrid.org/cp.remedios.colmenarviejo,1,Madrid-Norte,28770,435134,4501531,3,de la Libertad,AVDA,"","",045,Colmenar Viejo,440157.3842874543,4474481.943970768,27511.557967007004
PÚBLICO,28002312,MARQUES DE SANTILLANA,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.marquesdesantil.colmenarviejo@educa.madrid.org,918463313,918452114,918452207,"","",http://www.educa.madrid.org/ies.marquesdesantil.colmenarviejo,1,Madrid-Norte,28770,434845,4502351,5,de la Isla del Rey,CALLE,"","",045,Colmenar Viejo,440157.3842874543,4474481.943970768,28370.86024036064
PRIVADO,28002351,INTERNACIONAL PINOSIERRA,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","COLEGIO INTERNACIONAL COE, S.A.",info@casvitrescantos.es,918040600,918040212,"","","",www.casvitrescantos.es,1,Madrid-Norte,28760,439913,4493436,2,del Gavilán,CALLE,"","",903,Tres Cantos,439602.9362934363,4476838.754826255,16600.14116986735
PÚBLICO,28002361,VIRGEN DE LA PAZ,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.delapaz.colladomediano@educa.madrid.org,918557007,918557007,918554380,"","",http://www.educa.madrid.org/cp.delapaz.colladomediano,4,Madrid-Oeste,28450,412816,4505384,5,de Goya,CALLE,"","",046,Collado Mediano,440157.3842874543,4474481.943970768,41261.22103850127
PÚBLICO,28002385,CAÑADA REAL,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.canadareal.colladovillalba@educa.madrid.org,918506550,918500060,"","","",http://www.educa.madrid.org/cp.canadareal.colladovillalba,4,Madrid-Oeste,28400,414458,4498946,35,el Almiar,CALLE,"","",047,Collado Villalba,440157.3842874543,4474481.943970768,35481.66273098918
PRIVADO CONCERTADO,28002397,SANTISIMA TRINIDAD,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL,cc.trinidad.colladovillalba@educa.madrid.org,918515588,918500220,"","","",http://www.educa.madrid.org/cc.trinidad.colladovillalba,4,Madrid-Oeste,28400,414652,4497956,7,Morales Antuñano,CALLE,"","",047,Collado Villalba,440264.7489361702,4474293.580851064,34870.087296237405
PÚBLICO,28002403,MIGUEL DELIBES,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.delibes.colladovillalba@educa.madrid.org,918490169,918501823,918490953,"","",http://www.educa.madrid.org/cp.delibes.colladovillalba,4,Madrid-Oeste,28400,415183,4497766,8,Ruiz de Alarcón,CALLE,"","",047,Collado Villalba,440157.3842874543,4474481.943970768,34144.796612512866
PÚBLICO,28002415,JAIME FERRAN,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.jaimeferran.colladovillalba@educa.madrid.org,918508523,918501571,"","","",http://www.educa.madrid.org/ies.jaimeferran.colladovillalba,4,Madrid-Oeste,28400,415198,4499081,22,Matalpino,CALLE,"","",047,Collado Villalba,440157.3842874543,4474481.943970768,35044.03546308739
PRIVADO CONCERTADO,28002427,VIRGEN DE LA ALMUDENA,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",RELIGIOSAS DE MARIA IANUA COELI,cc.virgendelaalmudena.colladovillalba@educa.madrid.org,918510128,918500061,918502144,"","",http://www.educa.madrid.org/cc.virgendelaalmudena.colladovillalba,4,Madrid-Oeste,28400,415723,4499209,10,Moralzarzal,CTRA,"","",047,Collado Villalba,440264.7489361702,4474293.580851064,34972.49708289607
PÚBLICO,28002464,SAN PABLO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.sanpablo.coslada@educa.madrid.org,916711196,916711196,"","","",http://www.educa.madrid.org/cp.sanpablo.coslada,3,Madrid-Este,28821,451771,4475359,13,de la Iglesia,CALLE,"","",049,Coslada,440157.3842874543,4474481.943970768,11646.686103656304
PRIVADO CONCERTADO,28002488,MAMA JUANITA,004,CPR INF,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,INSTITUTO SECULAR CRUZADA EVANGELICA,cc.mamajuanita.coslada@educa.madrid.org,"",916711120,"","","",http://www.mamajuanita.com,3,Madrid-Este,28821,451763,4475386,15,de la Iglesia,CALLE,"","",049,Coslada,440264.7489361702,4474293.580851064,11550.028446883813
PRIVADO CONCERTADO,28002506,VIRGEN DEL HENAR,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","COLEGIO VIRGEN DEL HENAR, S.L.",cc.virgendelhenar.coslada@educa.madrid.org,916717171,916717171,"","","",http://www.educa.madrid.org/cc.virgendelhenar.coslada,3,Madrid-Este,28821,452169,4475393,4,de Maches Gómez,CALLE,"","",049,Coslada,440264.7489361702,4474293.580851064,11954.911787869463
PÚBLICO,28002543,SAN ESTEBAN,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.sanesteban.coslada@educa.madrid.org,916731330,916731330,"","","",http://www.educa.madrid.org/cp.sanesteban.coslada,3,Madrid-Este,28823,454897,4476625,29,de San Pablo,AVDA,"","",049,Coslada,440157.3842874543,4474481.943970768,14894.595009531227
PÚBLICO,28002580,MIGUEL CATALAN,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.miguelcatalan.coslada@educa.madrid.org,916727111,916727142,"","","",http://www.educa.madrid.org/ies.miguelcatalan.coslada,3,Madrid-Este,28823,454090,4475869,s/n,de José Gárate,AVDA,"","",049,Coslada,440157.3842874543,4474481.943970768,14001.489385836945
PÚBLICO,28002609,NUESTRA SEÑORA DE LA SOLEDAD,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.soledad.cubas@educa.madrid.org,918142162,918142162,"","","",http://www.educa.madrid.org/cp.soledad.cubas,2,Madrid-Sur,28978,429307,4449552,3,Francisco de Quevedo,CALLE,"","",050,Cubas de la Sagra,440157.3842874543,4474481.943970768,27188.838621225736
PÚBLICO,28002646,HERMANOS ORTIZ DE ZARATE,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.ortizdezarate.chinchon@educa.madrid.org,918941028,918940961,639728389,"","",http://www.educa.madrid.org/cp.ortizdezarate.chinchon,3,Madrid-Este,28370,464323,4443101,2,Sociedad de Cosecheros,CALLE,"","",052,Chinchón,440157.3842874543,4474481.943970768,39607.33047382646
PÚBLICO,28002671,ANGEL BERZAL FERNANDEZ,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.angelberzalfern.daganzo@educa.madrid.org,918782503,918841258,"","","",http://www.educa.madrid.org/cp.angelberzalfern.daganzo,3,Madrid-Este,28814,461596,4488900,s/n,del Fresno de Torote,CMNO,"","",053,Daganzo de Arriba,440157.3842874543,4474481.943970768,25835.91653749274
PÚBLICO,28002695,FELIPE II,012,CP PRI,COLEGIO DE EDUCACIÓN PRIMARIA,COMUNIDAD DE MADRID,cp.felipesegundo.elescorial@educa.madrid.org,918909153,918960697,"","","",http://www.educa.madrid.org/cp.felipesegundo.elescorial,4,Madrid-Oeste,28280,404854,4492927,5,de Alfonso XIII,CALLE,"","",054,"Escorial, El",440157.3842874543,4474481.943970768,39831.508056677834
PÚBLICO,28002713,PADRE GERARDO GIL,003,EEI,ESCUELA INFANTIL,COMUNIDAD DE MADRID,eei.gerardogil.elescorial@educa.madrid.org,918901992,918902850,"","","",http://www.educa.madrid.org/eei.gerardogil.elescorial,4,Madrid-Oeste,28280,404651,4493218,s/n,del Padre Villacastín,CALLE,"","",054,"Escorial, El",440157.3842874543,4474481.943970768,40146.520654957276
PÚBLICO,28002737,CARLOS RUIZ,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.carlosruiz.estremera@educa.madrid.org,918721649,918721356,"","","",http://www.educa.madrid.org/cp.carlosruiz.estremera,3,Madrid-Este,28595,490842,4448099,2,del Prado,CALLE,"","",055,Estremera,440157.3842874543,4474481.943970768,57140.09102629349
PÚBLICO,28002804,SAN ESTEBAN,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.sanesteban.fuenlabrada@educa.madrid.org,916060384,916905830,638776885,"","",http://www.educa.madrid.org/cp.sanesteban.fuenlabrada,2,Madrid-Sur,28944,432929,4459864,13,de los Ángeles,CALLE,"","",058,Fuenlabrada,440157.3842874543,4474481.943970768,16307.477589732336
PÚBLICO,28002853,MARTINA GARCIA,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.martinagarcia.fuenteelsaz@educa.madrid.org,916224053,916200825,916200811,"","",http://www.educa.madrid.org/cp.martinagarcia.fuenteelsaz,1,Madrid-Norte,28140,456391,4497763,17,Julián Sánchez,AVDA,"","",059,Fuente el Saz de Jarama,440157.3842874543,4474481.943970768,28381.99867766293
PÚBLICO,28002865,ALARILLA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.alarilla.fuentiduena@educa.madrid.org,918728403,918728403,"","","",http://www.educa.madrid.org/cp.alarilla.fuentiduena,3,Madrid-Este,28597,486272,4440687,10,de la Virgen de Alarilla,CALLE,"","",060,Fuentidueña de Tajo,440157.3842874543,4474481.943970768,57172.161235194704
PÚBLICO,28002877,CARLOS RUIZ,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.carlosruiz.galapagar@educa.madrid.org,918581268,918587015,"","","",http://www.educa.madrid.org/cp.carlosruiz.galapagar,4,Madrid-Oeste,28260,414831,4492099,40,Colmenarejo,CALLE,"","",061,Galapagar,440157.3842874543,4474481.943970768,30851.03570729708
PÚBLICO,28002890,SAN GREGORIO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.sangregorio.galapagar@educa.madrid.org,918582572,918581371,"","","",http://www.educa.madrid.org/cp.sangregorio.galapagar,4,Madrid-Oeste,28260,415560,4492944,s/n,de Galapagar-La Navata,CTRA,"","",061,Galapagar,440157.3842874543,4474481.943970768,30755.14309202956
PÚBLICO,28002944,LA ALHONDIGA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.laalhondiga.getafe@educa.madrid.org,916010676,916952103,691674753,"","",http://www.educa.madrid.org/cp.laalhondiga.getafe,2,Madrid-Sur,28904,437305,4462080,26,Buenavista,CALLE,"","",065,Getafe,440157.3842874543,4474481.943970768,12725.734178324625
PÚBLICO,28002956,ORTIZ ECHAGUE,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.ortizechague.getafe@educa.madrid.org,916955453,916017961,"","","",http://www.educa.madrid.org/cp.ortizechague.getafe,2,Madrid-Sur,28903,438495,4462697,24,Titulcia,CALLE,"","",065,Getafe,440157.3842874543,4474481.943970768,11901.614424661506
PÚBLICO,28002968,SANTA MARGARITA MARIA ALACOQUE,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.santamargarita.getafe@educa.madrid.org,916963453,916953023,"","","",http://www.educa.madrid.org/cp.santamargarita.getafe,2,Madrid-Sur,28903,438691,4463387,19,de las Ciudades,AVDA,"","",065,Getafe,440157.3842874543,4474481.943970768,11191.428174856379
PÚBLICO,28002981,SAGRADO CORAZON,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.sagradocorazon.getafe@educa.madrid.org,916963091,916953007,"","","",http://www.educa.madrid.org/cp.sagradocorazon.getafe,2,Madrid-Sur,28901,437744,4461979,2,Guadalajara,CALLE,"","",065,Getafe,440157.3842874543,4474481.943970768,12733.735966129098
